icao;city_icao;country;country_code
1TA2;Tulia (1TA2);United States;US
1TA4;Crockett (1TA4);United States;US
1TA7;Canton (1TA7);United States;US
1TA8;Bracketville (1TA8);United States;US
1TE0;Muleshoe (1TE0);United States;US
1TE1;Catarina (1TE1);United States;US
1TE4;Marion (1TE4);United States;US
1TE5;Hearne (1TE5);United States;US
1TE7;Floresville (1TE7);United States;US
1TE8;Howe (1TE8);United States;US
1TE9;Franklin (1TE9);United States;US
1TN0;Lebanon (1TN0);United States;US
1TN3;Belvidere (1TN3);United States;US
1TN8;Seymour (1TN8);United States;US
1TN9;Bristol (1TN9);United States;US
1TS1;Pattison (1TS1);United States;US
1TS6;Carrizo Springs (1TS6);United States;US
1TS8;Colorado City (1TS8);United States;US
1TS9;Del Rio (1TS9);United States;US
1TT8;San Antonio (1TT8);United States;US
1TX0;Lampasas (1TX0);United States;US
1TX3;Guthrie (1TX3);United States;US
1TX4;New Gulf (1TX4);United States;US
1TX5;Hale Center (1TX5);United States;US
1TX6;Hamilton (1TX6);United States;US
1TX9;Hawkins (1TX9);United States;US
1VA0;Sabot (1VA0);United States;US
1VA1;Stuart (1VA1);United States;US
1VA3;Lovingston (1VA3);United States;US
1VA7;South Boston (1VA7);United States;US
1VA8;Chase City (1VA8);United States;US
1VG2;Montross (1VG2);United States;US
1VT8;Castleton (1VT8);United States;US
1WA2;Winlock (1WA2);United States;US
1WA6;Fall City (1WA6);United States;US
1WI1;Oshkosh (1WI1);United States;US
1WI3;Evansville (1WI3);United States;US
1WI6;Raymond Township (1WI6);United States;US
1WI7;Redgranite (1WI7);United States;US
1WI8;Algoma (1WI8);United States;US
1WI9;Fort Atkinson (1WI9);United States;US
1WN0;Northport (1WN0);United States;US
1WN1;Dundee (1WN1);United States;US
1WN3;Star Prairie (1WN3);United States;US
1XA1;Bowie (1XA1);United States;US
1XA4;Brookshire (1XA4);United States;US
1XA5;Paige (1XA5);United States;US
1XA6;Valley View (1XA6);United States;US
1XA7;Sealy (1XA7);United States;US
1XA8;Chatfield (1XA8);United States;US
1XS0;Sandia (1XS0);United States;US
1XS1;Crosby (1XS1);United States;US
1XS2;Elgin (1XS2);United States;US
1XS4;Mason (1XS4);United States;US
1XS8;Brackettville (1XS8);United States;US
20AK;Big Lake (20AK);United States;US
20AR;Guy (20AR);United States;US
20CL;Pope Valley (20CL);United States;US
20FD;Greenville (20FD);United States;US
20FL;Port Charlotte (20FL);United States;US
20GA;Villa Rica (20GA);United States;US
20IA;Cumming (20IA);United States;US
20ID;Idaho City (20ID);United States;US
20IN;Franklin (20IN);United States;US
20IS;Winslow (20IS);United States;US
20KT;Mcdaniels (20KT);United States;US
20KY;Verona (20KY);United States;US
20LS;Crowley (20LS);United States;US
20MS;Barlow (20MS);United States;US
20MT;Lambert (20MT);United States;US
20NC;Sherrills Ford (20NC);United States;US
20NY;Stafford (20NY);United States;US
20OH;Bristolville (20OH);United States;US
20OR;Redland (20OR);United States;US
20SD;White (20SD);United States;US
20TA;Bells (20TA);United States;US
20TN;Fall Branch (20TN);United States;US
20TS;Bandera (20TS);United States;US
20TT;Liberty Hill (20TT);United States;US
20VA;Bowling Green (20VA);United States;US
20VG;Bedford (20VG);United States;US
20WA;Yelm (20WA);United States;US
20WI;Redgranite (20WI);United States;US
20XS;Chisholm (20XS);United States;US
21AK;Talkeetna (21AK);United States;US
21AR;Hazen (21AR);United States;US
21AZ;Show Low (21AZ);United States;US
21FA;Rockledge (21FA);United States;US
21FL;Clermont (21FL);United States;US
21GE;Cleveland (21GE);United States;US
21IN;Troy (21IN);United States;US
21LA;Baton Rouge (21LA);United States;US
21LS;St Francisville (21LS);United States;US
21ME;Gorham (21ME);United States;US
21MO;Licking (21MO);United States;US
21MS;Walls (21MS);United States;US
21MT;Bozeman (21MT);United States;US
21MU;Shell Knob (21MU);United States;US
21ND;Upham (21ND);United States;US
21NH;Kensington (21NH);United States;US
21NK;Morris (21NK);United States;US
21OG;Jefferson (21OG);United States;US
21OI;Owensville (21OI);United States;US
21TN;Dandridge (21TN);United States;US
21VA;Cheriton (21VA);United States;US
21XS;Houston (21XS);United States;US
22CL;Marysville (22CL);United States;US
22CO;Brighton (22CO);United States;US
22FA;Sarasota (22FA);United States;US
22GA;Plainville (22GA);United States;US
22ID;Placerville (22ID);United States;US
22II;Mount Vernon (22II);United States;US
22IL;Galena (22IL);United States;US
22IN;Ft. Wayne (22IN);United States;US
22LA;Simmesport (22LA);United States;US
22LS;Arnaudville (22LS);United States;US
22MD;Hagerstown (22MD);United States;US
22MS;Lucedale (22MS);United States;US
22MT;Kalispell (22MT);United States;US
22NC;Siler City (22NC);United States;US
22OG;Lakeview (22OG);United States;US
22OK;Springer (22OK);United States;US
22OR;Silverton (22OR);United States;US
22TA;Grandview (22TA);United States;US
22UT;Big Water (22UT);United States;US
22WN;Dodgeville (22WN);United States;US
22WY;Rozet (22WY);United States;US
22XA;Hico (22XA);United States;US
22XS;Fort Hood(Killeen) (22XS);United States;US
23AK;Wasilla (23AK);United States;US
23AR;Jonesboro (23AR);United States;US
23AZ;Wickenburg (23AZ);United States;US
23CD;Burlington (23CD);United States;US
23CO;Rush (23CO);United States;US
23DE;Clayton (23DE);United States;US
23FL;Wimauma (23FL);United States;US
23GE;Dublin (23GE);United States;US
23ID;Feathervlle (23ID);United States;US
23IS;Plymouth (23IS);United States;US
23JY;Quinter (23JY);United States;US
23KS;Lindsborg (23KS);United States;US
23KY;Burna (23KY);United States;US
23LA;Covington (23LA);United States;US
23MI;Charlevoix (23MI);United States;US
23MN;Preston (23MN);United States;US
23MO;Brunswick (23MO);United States;US
23MS;Moss Point (23MS);United States;US
23MT;Bozeman (23MT);United States;US
23MU;Osceola (23MU);United States;US
23ND;Rogers (23ND);United States;US
23NH;Windsor (23NH);United States;US
23NJ;Pittsgrove (23NJ);United States;US
23NK;Macedon (23NK);United States;US
23NR;Fairfield (23NR);United States;US
23NY;Bath (23NY);United States;US
23PA;Revere (23PA);United States;US
23TA;Tom Bean (23TA);United States;US
23TS;Del Rio (23TS);United States;US
23VA;Buckingham (23VA);United States;US
23VG;Boydton (23VG);United States;US
23WN;Springbrook (23WN);United States;US
23XA;Alvin (23XA);United States;US
23XS;Fort Hood/Killeen/ (23XS);United States;US
24AK;Meadow Lakes (24AK);United States;US
24AR;Lundell (24AR);United States;US
24AZ;Young (24AZ);United States;US
24CL;Corcoran (24CL);United States;US
24CT;Jewett City (24CT);United States;US
24FL;Milton (24FL);United States;US
24IA;Cedar Falls (24IA);United States;US
24IN;Hartsville (24IN);United States;US
24KS;Viola (24KS);United States;US
24LL;Pinckneyville (24LL);United States;US
24ME;Windham (24ME);United States;US
24MO;Camdenton (24MO);United States;US
24MT;Bozeman (24MT);United States;US
24NC;Monroe (24NC);United States;US
24NE;Lakeside (24NE);United States;US
24NJ;Salem (24NJ);United States;US
24OI;St Paris (24OI);United States;US
24SC;Summit (24SC);United States;US
24TA;Centerville (24TA);United States;US
24VA;Cheriton (24VA);United States;US
24XA;San Antonio (24XA);United States;US
25AA;Fairbanks (25AA);United States;US
25AK;Willow (25AK);United States;US
25AR;Belleville (25AR);United States;US
25AZ;Portal (25AZ);United States;US
25CA;Santa Ysabel (25CA);United States;US
25CD;Hartsel (25CD);United States;US
25CL;Pleasant Grove (25CL);United States;US
25CO;Red Feather Lakes (25CO);United States;US
25FL;Bushnell (25FL);United States;US
25GA;Douglasville (25GA);United States;US
25IA;St. Ansgar (25IA);United States;US
25IL;Virden (25IL);United States;US
25IN;Howe (25IN);United States;US
25KS;Kirwin (25KS);United States;US
25LA;Albany (25LA);United States;US
25MD;Sudlersville (25MD);United States;US
25MI;St. Johns (25MI);United States;US
25MO;Carl Junction (25MO);United States;US
25MT;Glasgow (25MT);United States;US
25NC;Asheboro (25NC);United States;US
25ND;Mandan (25ND);United States;US
25NH;Franconia (25NH);United States;US
25NK;Hammondsport (25NK);United States;US
25NM;Pie Town (25NM);United States;US
25NV;Carson City (25NV);United States;US
25OH;Louisville (25OH);United States;US
25OK;Comanche (25OK);United States;US
25SC;Greenville (25SC);United States;US
25TA;Baytown (25TA);United States;US
25TS;Dalhart (25TS);United States;US
25VA;Aylett (25VA);United States;US
25VG;Galax (25VG);United States;US
25WA;Tonasket (25WA);United States;US
25WN;Pepin (25WN);United States;US
25XA;Fredericksburg (25XA);United States;US
25XS;Waxahachie (25XS);United States;US
26AL;Mobile (26AL);United States;US
26AR;Searcy (26AR);United States;US
26AZ;Aguila (26AZ);United States;US
26CA;Wilton (26CA);United States;US
26CL;Ranchita (26CL);United States;US
26FD;Arcadia (26FD);United States;US
26ID;Sandpoint (26ID);United States;US
26IN;Fort Wayne (26IN);United States;US
26IS;Fairbury (26IS);United States;US
26MA;Pepperell (26MA);United States;US
26MI;Lowell (26MI);United States;US
26MN;Halstad (26MN);United States;US
26MT;Hingham (26MT);United States;US
26NC;Boonville (26NC);United States;US
26NV;Fallon (26NV);United States;US
26OG;Eagle Point (26OG);United States;US
26OH;Wakeman (26OH);United States;US
26OK;Sasakwa (26OK);United States;US
26WI;Exeland (26WI);United States;US
26XS;Blanco (26XS);United States;US
27AK;Skwentna (27AK);United States;US
27AL;Tuskegee (27AL);United States;US
27AZ;Aguila (27AZ);United States;US
27CA;Apple Valley (27CA);United States;US
27CL;Pleasant Grove (27CL);United States;US
27FA;Lithia (27FA);United States;US
27GA;Carrollton (27GA);United States;US
27IA;Keosauqua (27IA);United States;US
27IS;Dahlgren (27IS);United States;US
27KS;Goodland (27KS);United States;US
27LL;Valmeyer (27LL);United States;US
27MD;Church Hill (27MD);United States;US
27MI;Vassar (27MI);United States;US
27MN;Lake Bronson (27MN);United States;US
27MO;Carthage (27MO);United States;US
27MS;Carthage (27MS);United States;US
27MT;Kalispell (27MT);United States;US
27ND;Alamo (27ND);United States;US
27NE;Grant (27NE);United States;US
27NK;Schyler (27NK);United States;US
27NR;Angier (27NR);United States;US
27OH;Findlay (27OH);United States;US
27OK;Ponca City (27OK);United States;US
27TX;Carmine (27TX);United States;US
27WA;Conway (27WA);United States;US
27WV;Poca (27WV);United States;US
27XS;Brookshire (27XS);United States;US
28AK;Glacier View (28AK);United States;US
28AL;Millbrook (28AL);United States;US
28AR;Charlotte (28AR);United States;US
28AZ;Aguila (28AZ);United States;US
28CA;Dos Palos (28CA);United States;US
28FL;Cresent City (28FL);United States;US
28II;Laconia (28II);United States;US
28IL;Leaf River (28IL);United States;US
28KY;Murray (28KY);United States;US
28MA;Southwick (28MA);United States;US
28MI;Cedar (28MI);United States;US
28MN;Welch (28MN);United States;US
28MO;Roscoe (28MO);United States;US
28MT;Lincoln (28MT);United States;US
28NK;Clayton (28NK);United States;US
28NR;Rutherfordton (28NR);United States;US
28NY;Cassadaga (28NY);United States;US
28OH;Lyons (28OH);United States;US
28OK;El Reno (28OK);United States;US
28OR;Newberg (28OR);United States;US
28PA;Wernersville (28PA);United States;US
28TA;Freer (28TA);United States;US
28TE;Elmendorf (28TE);United States;US
28TT;Bynum (28TT);United States;US
28TX;Vernon (28TX);United States;US
28WA;Vancouver (28WA);United States;US
28WI;Arkansaw (28WI);United States;US
28XS;Kaufman (28XS);United States;US
29AK;Delta Junction (29AK);United States;US
29AZ;Paloma (29AZ);United States;US
29CN;Georgetown (29CN);United States;US
29GA;Sharpsburg (29GA);United States;US
29IA;Sidney (29IA);United States;US
29IN;Columbia City (29IN);United States;US
29KY;California (29KY);United States;US
29MI;Mason (29MI);United States;US
29MN;Tintah (29MN);United States;US
29MO;Smithville (29MO);United States;US
29MT;Trout Creek (29MT);United States;US
29NC;Efland (29NC);United States;US
29NH;Auburn (29NH);United States;US
29OH;Magnolia (29OH);United States;US
29OK;Hinton (29OK);United States;US
29OR;Prineville (29OR);United States;US
29PA;Hookstown (29PA);United States;US
29SC;Walterboro (29SC);United States;US
29TX;Vernon (29TX);United States;US
29VA;Remington (29VA);United States;US
29WI;Babcock (29WI);United States;US
2AK0;Point Mackenzie (2AK0);United States;US
2AK1;Fairbanks /Ft Wainwright/ (2AK1);United States;US
2AK2;Fairbanks /Ft Wainwright/ (2AK2);United States;US
2AK4;Homer (2AK4);United States;US
2AK5;Hinchinbrook (2AK5);United States;US
2AK6;Hogatza (2AK6);United States;US
2AK8;Icy Cape (2AK8);United States;US
2AK9;Independence Creek (2AK9);United States;US
2AL1;Magnolia Springs (2AL1);United States;US
2AL3;Wetumpka (2AL3);United States;US
2AL5;Fort Payne (2AL5);United States;US
2AL6;Irvington (2AL6);United States;US
2AL7;Hanceville (2AL7);United States;US
2AL8;Phenix City (2AL8);United States;US
2AR0;Lonoke (2AR0);United States;US
2AR1;Ozark (2AR1);United States;US
2AR2;Sage (2AR2);United States;US
2AR4;Mc Crory (2AR4);United States;US
2AR5;Centerton (2AR5);United States;US
2AR7;Prescott (2AR7);United States;US
2AR8;Black Oak (2AR8);United States;US
2AZ1;Salome (2AZ1);United States;US
2AZ4;Maricopa (2AZ4);United States;US
2AZ9;Mcneal (2AZ9);United States;US
2CA2;Twentynine Palms (2CA2);United States;US
2CA3;Twentynine Palms (2CA3);United States;US
2CA4;Valley Center (2CA4);United States;US
2CA8;Yucca Valley (2CA8);United States;US
2CD3;Peyton (2CD3);United States;US
2CD4;Silt (2CD4);United States;US
2CD6;Elizabeth (2CD6);United States;US
2CD9;Laporte (2CD9);United States;US
2CL1;Brownsville (2CL1);United States;US
2CL3;Tennant (2CL3);United States;US
2CL9;Galt (2CL9);United States;US
2CN3;Murrieta (2CN3);United States;US
2CN4;Lost Hills (2CN4);United States;US
2CN8;Lake Arrowhead (2CN8);United States;US
2CO1;Peyton (2CO1);United States;US
2CO2;Alamosa (2CO2);United States;US
2CO3;Milliken (2CO3);United States;US
2CO5;Austin (2CO5);United States;US
2DE2;Farmington (2DE2);United States;US
2DE3;Felton (2DE3);United States;US
2DE8;Milford (2DE8);United States;US
2FA1;Ormond Beach (2FA1);United States;US
2FA2;Belleview (2FA2);United States;US
2FA4;Clewiston (2FA4);United States;US
2FA5;Crescent City (2FA5);United States;US
2FA6;Coleman (2FA6);United States;US
2FA7;Hastings (2FA7);United States;US
2FA9;Lamont (2FA9);United States;US
2FD0;Branford (2FD0);United States;US
2FD1;Weirsdale (2FD1);United States;US
2FD2;Island Grove (2FD2);United States;US
2FD6;Oak Hill (2FD6);United States;US
2FL0;Wausau (2FL0);United States;US
2FL3;Cypress (2FL3);United States;US
2FL8;River Ranch (2FL8);United States;US
2GA0;Newborn (2GA0);United States;US
2GA1;Oxford (2GA1);United States;US
2GA2;Springfield (2GA2);United States;US
2GA5;Concord (2GA5);United States;US
2GA7;Statesboro (2GA7);United States;US
2GA8;Shannon (2GA8);United States;US
2GA9;Snellville (2GA9);United States;US
2GE7;Crandall (2GE7);United States;US
2GE8;Newnan (2GE8);United States;US
2IA7;Adel (2IA7);United States;US
2IA9;Crystal Lake (2IA9);United States;US
2ID2;Mackay (2ID2);United States;US
2ID3;Triangle (2ID3);United States;US
2ID5;Mccall (2ID5);United States;US
2ID6;Fruitland (2ID6);United States;US
2II0;Kokomo (2II0);United States;US
2II3;Frankton (2II3);United States;US
2II6;Tipton (2II6);United States;US
2IL0;Shannon (2IL0);United States;US
2IL1;Durand (2IL1);United States;US
2IL2;Dwight (2IL2);United States;US
2IL7;Belleville (2IL7);United States;US
2IL9;Monee (2IL9);United States;US
2IN0;Ossian (2IN0);United States;US
2IN2;Roanoke (2IN2);United States;US
2IN3;Medaryville (2IN3);United States;US
2IN4;Argos (2IN4);United States;US
2IN6;Noblesville (2IN6);United States;US
2IN9;New Whiteland (2IN9);United States;US
2IS3;Elmira (2IS3);United States;US
2IS4;Illinois City (2IS4);United States;US
2IS9;Cooksville (2IS9);United States;US
2KS2;Severy (2KS2);United States;US
2KS4;Dorrance (2KS4);United States;US
2KS5;Plains (2KS5);United States;US
2KS6;Seneca (2KS6);United States;US
2KS8;Sylvan Grove (2KS8);United States;US
2KS9;Topeka (2KS9);United States;US
2KT4;Fountain Run (2KT4);United States;US
2KY3;Bowling Green (2KY3);United States;US
2KY4;Elizabethtown (2KY4);United States;US
2KY5;Olive Hill (2KY5);United States;US
2LA0;Intracoastal City (2LA0);United States;US
2LA4;Bunkie (2LA4);United States;US
2LA5;Iota (2LA5);United States;US
2LA6;Jackson (2LA6);United States;US
2LA7;Oak Grove (2LA7);United States;US
2LA8;Bush (2LA8);United States;US
2LL1;Sheridan (2LL1);United States;US
2LL2;Sherrard (2LL2);United States;US
2LL3;Lincoln (2LL3);United States;US
2LL7;Pontiac (2LL7);United States;US
2LL9;Somonauk (2LL9);United States;US
2LS3;Melville (2LS3);United States;US
2MD0;Marion (2MD0);United States;US
2MD1;Clements (2MD1);United States;US
2MD3;Boyds (2MD3);United States;US
2MD4;Salisbury (2MD4);United States;US
2MD6;Lexington Park (2MD6);United States;US
2MD8;Oakland (2MD8);United States;US
2ME3;Charleston (2ME3);United States;US
2MI0;Nunica (2MI0);United States;US
2MI3;Ashley (2MI3);United States;US
2MI5;Ada (2MI5);United States;US
2MI6;Whittemore (2MI6);United States;US
2MI9;Mecosta (2MI9);United States;US
2MN0;East Grand Forks (2MN0);United States;US
2MN1;Gluek (2MN1);United States;US
2MN2;Jacobson (2MN2);United States;US
2MN4;Blue Earth (2MN4);United States;US
2MN6;St Charles (2MN6);United States;US
2MN7;North Prairie (2MN7);United States;US
2MN8;Rochester (2MN8);United States;US
2MO0;Centerview (2MO0);United States;US
2MO1;Willard (2MO1);United States;US
2MO2;Holt (2MO2);United States;US
2MO4;Rockville (2MO4);United States;US
2MO6;Carthage (2MO6);United States;US
2MO7;Warrenton (2MO7);United States;US
2MO9;Kansas City (2MO9);United States;US
2MS3;Caledonia (2MS3);United States;US
2MS8;Grenada (2MS8);United States;US
2MS9;Houston (2MS9);United States;US
2MT0;Kalispell (2MT0);United States;US
2MT1;West Glacier (2MT1);United States;US
2MT2;Kalispell (2MT2);United States;US
2MT5;Bozeman (2MT5);United States;US
2MT8;Cardwell (2MT8);United States;US
2MT9;Drummond (2MT9);United States;US
2MU9;Hawk Point (2MU9);United States;US
2MY2;Amboy (2MY2);United States;US
