icao;city_icao;country;country_code
09FA;Lake Placid (09FA);United States;US
09FD;Bushnell (09FD);United States;US
09GA;Moultrie (09GA);United States;US
09GE;Dawsonville (09GE);United States;US
09IA;Brooklyn (09IA);United States;US
09ID;Moscow (09ID);United States;US
09IN;Columbia City (09IN);United States;US
09KS;Wellsville (09KS);United States;US
09LL;Capron (09LL);United States;US
09ME;Berwick (09ME);United States;US
09MO;Willard (09MO);United States;US
09NC;Broadway (09NC);United States;US
09NE;Bennington (09NE);United States;US
09NR;Ramseur (09NR);United States;US
09OK;Collinsville (09OK);United States;US
09PA;Port Matilda (09PA);United States;US
09TA;Ravenna (09TA);United States;US
09TS;Marathon (09TS);United States;US
09VA;Floyd (09VA);United States;US
09WI;Holmen (09WI);United States;US
0AA1;Yakataga (0AA1);United States;US
0AA4;Farewell (0AA4);United States;US
0AA5;Trapper Creek (0AA5);United States;US
0AA7;Kenai (0AA7);United States;US
0AK0;North Pole (0AK0);United States;US
0AK1;Wasilla (0AK1);United States;US
0AK2;Willow (0AK2);United States;US
0AK3;Montana Creek (0AK3);United States;US
0AK5;May Creek (0AK5);United States;US
0AK6;Victory Bible Camp (0AK6);United States;US
0AK7;Homer (0AK7);United States;US
0AK8;Mccarthy (0AK8);United States;US
0AK9;Point Mackenzie (0AK9);United States;US
0AL1;Foley (0AL1);United States;US
0AL5;Flomaton (0AL5);United States;US
0AL9;Florence (0AL9);United States;US
0AR2;Crawfordsville (0AR2);United States;US
0AR3;Point Cedar (0AR3);United States;US
0AZ2;Salome (0AZ2);United States;US
0AZ4;Mobile (0AZ4);United States;US
0AZ5;Morristown (0AZ5);United States;US
0CA0;Del Rey (0CA0);United States;US
0CA4;Santa Ynez (0CA4);United States;US
0CA5;Santa Ysabel (0CA5);United States;US
0CA6;Ocotillo (0CA6);United States;US
0CA9;Shandon (0CA9);United States;US
0CD2;Yoder (0CD2);United States;US
0CD5;Trinidad (0CD5);United States;US
0CD7;Lafayette (0CD7);United States;US
0CL0;Raymond (0CL0);United States;US
0CL1;Adelanto (0CL1);United States;US
0CL3;Chula Vista (0CL3);United States;US
0CN1;Delhi (0CN1);United States;US
0CN2;Live Oak (0CN2);United States;US
0CO1;Louisville (0CO1);United States;US
0CO2;Crested Butte (0CO2);United States;US
0CO5;Kiowa (0CO5);United States;US
0CO6;Norwood (0CO6);United States;US
0CO9;Monte Vista (0CO9);United States;US
0FA1;Arcadia (0FA1);United States;US
0FD0;Ormond Beach (0FD0);United States;US
0FD3;Freeport (0FD3);United States;US
0FD4;Blountstown (0FD4);United States;US
0FD5;Defuniak Springs (0FD5);United States;US
0FD9;Defuniak Springs (0FD9);United States;US
0FL0;Clewiston (0FL0);United States;US
0FL9;Clewiston (0FL9);United States;US
0GA0;Hampton (0GA0);United States;US
0GA1;Hartwell (0GA1);United States;US
0GA2;Hartwell (0GA2);United States;US
0GA3;Temple (0GA3);United States;US
0GA6;Jersey (0GA6);United States;US
0GA8;Valdosta (0GA8);United States;US
0GA9;Roberta (0GA9);United States;US
0GE0;Douglasville (0GE0);United States;US
0GE1;Irwinville (0GE1);United States;US
0GE3;Trenton (0GE3);United States;US
0GE4;Sunnyside (0GE4);United States;US
0GE5;Cleveland (0GE5);United States;US
0GE7;Appling (0GE7);United States;US
0GE9;Rocky Ford (0GE9);United States;US
0IA4;Mediapolis (0IA4);United States;US
0IA5;Millerton (0IA5);United States;US
0IA8;Center Point (0IA8);United States;US
0ID0;Featherville (0ID0);United States;US
0ID1;Filer (0ID1);United States;US
0ID2;May (0ID2);United States;US
0ID3;Mountain Home (0ID3);United States;US
0ID4;Shoshone (0ID4);United States;US
0ID7;Murphy (0ID7);United States;US
0ID8;Grangeville (0ID8);United States;US
0ID9;Helmer (0ID9);United States;US
0II0;Albany (0II0);United States;US
0II7;Greenfield (0II7);United States;US
0II8;Lowell (0II8);United States;US
0II9;Hall (0II9);United States;US
0IL2;Alma (0IL2);United States;US
0IL7;Hammond (0IL7);United States;US
0IL9;De Kalb (0IL9);United States;US
0IN1;Decker (0IN1);United States;US
0IN4;Woodburn (0IN4);United States;US
0IN5;Byrneville (0IN5);United States;US
0IN9;Mount Vernon (0IN9);United States;US
0IS3;Deer Grove (0IS3);United States;US
0KS0;Osage City (0KS0);United States;US
0KS2;Udall (0KS2);United States;US
0KS4;Lawrence (0KS4);United States;US
0KS5;Great Bend (0KS5);United States;US
0KS7;Cheney (0KS7);United States;US
0KS8;Parsons (0KS8);United States;US
0KS9;Douglas (0KS9);United States;US
0KY0;Owenton (0KY0);United States;US
0KY1;Franklin (0KY1);United States;US
0KY5;Bowling Green (0KY5);United States;US
0KY7;Clinton (0KY7);United States;US
0LA1;Gonzales (0LA1);United States;US
0LA3;Belcher (0LA3);United States;US
0LA9;Walker (0LA9);United States;US
0LL0;Belvidere (0LL0);United States;US
0LL1;Jerseyville (0LL1);United States;US
0LL3;Jerseyville (0LL3);United States;US
0LL4;La Salle (0LL4);United States;US
0LL5;St Joseph (0LL5);United States;US
0LL6;Sandwich (0LL6);United States;US
0LS0;Thibodaux (0LS0);United States;US
0LS5;Cankton (0LS5);United States;US
0LS7;New Roads (0LS7);United States;US
0MD1;Sudlersville (0MD1);United States;US
0MD2;Cobb Island (0MD2);United States;US
0MD6;Mount Airy (0MD6);United States;US
0ME4;Otis (0ME4);United States;US
0MI4;Gwinn (0MI4);United States;US
0MO0;Clinton (0MO0);United States;US
0MO1;Creighton (0MO1);United States;US
0MO3;Freeman (0MO3);United States;US
0MO6;Hurdland (0MO6);United States;US
0MO8;Elsberry (0MO8);United States;US
0MS0;Meridian (0MS0);United States;US
0MS2;Seminary (0MS2);United States;US
0MS7;Pass Christian (0MS7);United States;US
0MS8;Benoit (0MS8);United States;US
0MS9;Houston (0MS9);United States;US
0MT4;Hamilton (0MT4);United States;US
0MT5;Laurel (0MT5);United States;US
0MT6;Marion (0MT6);United States;US
0MT7;Thompson Falls (0MT7);United States;US
0MT9;Whitefish (0MT9);United States;US
0MU1;Avilla (0MU1);United States;US
0MU7;Lone Jack (0MU7);United States;US
0MU9;Fair Grove (0MU9);United States;US
0NA1;Barney (0NA1);United States;US
0NA9;Golva (0NA9);United States;US
0NC1;Elon (0NC1);United States;US
0NC7;Madison (0NC7);United States;US
0NC8;Cleveland (0NC8);United States;US
0ND0;Flora (0ND0);United States;US
0ND6;Hague (0ND6);United States;US
0NE0;Ashby (0NE0);United States;US
0NE1;Ashby (0NE1);United States;US
0NE9;Utica (0NE9);United States;US
0NJ6;Linwood (0NJ6);United States;US
0NK0;Cattaraugus (0NK0);United States;US
0NK2;Charlton (0NK2);United States;US
0NK3;Groveland (0NK3);United States;US
0NM0;Columbus (0NM0);United States;US
0NM7;Reserve (0NM7);United States;US
0NY0;North Creek (0NY0);United States;US
0NY1;Northumberland (0NY1);United States;US
0NY3;Ohio (0NY3);United States;US
0NY7;Perth (0NY7);United States;US
0NY8;Perth (0NY8);United States;US
0OH5;Butler (0OH5);United States;US
0OH8;Piqua (0OH8);United States;US
0OI3;Sandusky (0OI3);United States;US
0OI6;Kingsville (0OI6);United States;US
0OI9;Lucasville (0OI9);United States;US
0OK1;Elmore City (0OK1);United States;US
0OK2;Bartlesville (0OK2);United States;US
0OK3;Geary (0OK3);United States;US
0OK4;Coal Gate (0OK4);United States;US
0OK5;Guthrie (0OK5);United States;US
0OK6;Guthrie (0OK6);United States;US
0OK8;Marlow (0OK8);United States;US
0OR3;Merrill (0OR3);United States;US
0OR6;Rome (0OR6);United States;US
0OR7;Monmouth (0OR7);United States;US
0OR8;White City (0OR8);United States;US
0PA2;Shermans Dale (0PA2);United States;US
0PA3;Troy (0PA3);United States;US
0PA5;Franklin (0PA5);United States;US
0PA6;Huntingdon (0PA6);United States;US
0PN0;Sheakeyville (0PN0);United States;US
0PN4;New Bloomfield (0PN4);United States;US
0PN5;Spartansburg (0PN5);United States;US
0PN6;Three Springs (0PN6);United States;US
0PN7;Newburg (0PN7);United States;US
0PN8;Titusville (0PN8);United States;US
0PS0;Tylersburg (0PS0);United States;US
0PS3;Carsonville (0PS3);United States;US
0PS4;Curwensville (0PS4);United States;US
0PS7;Elizabethville (0PS7);United States;US
0SD0;Glencross (0SD0);United States;US
0SD1;Wakonda (0SD1);United States;US
0SD3;Hoover (0SD3);United States;US
0SD7;Wanblee (0SD7);United States;US
0TA2;Halfway (0TA2);United States;US
0TA4;Kaufman (0TA4);United States;US
0TA8;Mason (0TA8);United States;US
0TE0;Comstock (0TE0);United States;US
0TE4;Hilltop Lakes (0TE4);United States;US
0TE5;Laredo (0TE5);United States;US
0TE7;Johnson City (0TE7);United States;US
0TN0;Spring Hill (0TN0);United States;US
0TN2;Greenback (0TN2);United States;US
0TN5;Murfreesboro (0TN5);United States;US
0TN6;Norris (0TN6);United States;US
0TS0;Hye (0TS0);United States;US
0TS1;Justin (0TS1);United States;US
0TS4;Ledbetter (0TS4);United States;US
0TS5;Cleveland (0TS5);United States;US
0TS7;Mineral Wells (0TS7);United States;US
0TS9;Mclean (0TS9);United States;US
0TX0;Granbury (0TX0);United States;US
0TX1;Granbury (0TX1);United States;US
0TX4;Wellington (0TX4);United States;US
0TX5;Flower Mound (0TX5);United States;US
0TX6;Seguin (0TX6);United States;US
0TX7;Farmersville (0TX7);United States;US
0VA0;Warrenton (0VA0);United States;US
0VA1;Bedford (0VA1);United States;US
0VA2;Iron Gate (0VA2);United States;US
0VA3;Manquin (0VA3);United States;US
0VA4;Rocky Mount (0VA4);United States;US
0VA9;Gloucester Court House (0VA9);United States;US
0VI1;Manquin (0VI1);United States;US
0WA1;Chehalis (0WA1);United States;US
0WA2;Curtis (0WA2);United States;US
0WI1;Comstock (0WI1);United States;US
0WI2;Monches (0WI2);United States;US
0WI4;Montello (0WI4);United States;US
0WI7;Neenah (0WI7);United States;US
0WI8;Oconomowoc (0WI8);United States;US
0WI9;Oregon (0WI9);United States;US
0WN0;Sequim (0WN0);United States;US
0WN1;Selah (0WN1);United States;US
0WN2;Kennewick (0WN2);United States;US
0WS7;Rockdale (0WS7);United States;US
0WY0;Freedom (0WY0);United States;US
0WY1;Basin (0WY1);United States;US
0XA0;Paradise (0XA0);United States;US
0XA4;Freer (0XA4);United States;US
0XA5;Campbellton (0XA5);United States;US
0XA7;Georgetown (0XA7);United States;US
0XS2;Sonora (0XS2);United States;US
0XS6;Spicewood (0XS6);United States;US
0XS7;Spofford (0XS7);United States;US
0XS8;Spofford (0XS8);United States;US
0XS9;Bullard (0XS9);United States;US
10AK;Wasilla (10AK);United States;US
10AR;White Hall (10AR);United States;US
10AZ;Buckeye (10AZ);United States;US
10CO;Mack (10CO);United States;US
10FA;Leesburg (10FA);United States;US
10FD;Dunnellon (10FD);United States;US
10GA;Griffin (10GA);United States;US
10IA;Waterloo (10IA);United States;US
10ID;Muldoon (10ID);United States;US
10IN;Jasonville (10IN);United States;US
10LA;Scott (10LA);United States;US
10LS;Basile (10LS);United States;US
10MO;Williamsburg (10MO);United States;US
10NC;Jackson (10NC);United States;US
10ND;Halliday (10ND);United States;US
10OH;Huron (10OH);United States;US
10OK;Norman (10OK);United States;US
10TE;Harwood (10TE);United States;US
10TN;Lebanon (10TN);United States;US
10TS;Laneville (10TS);United States;US
10TT;Graham (10TT);United States;US
10VA;Appomattox (10VA);United States;US
10WI;Pound (10WI);United States;US
10WY;Kaycee (10WY);United States;US
10XA;Port Lavaca (10XA);United States;US
10XS;Brownwood (10XS);United States;US
11AK;Delta Junction (11AK);United States;US
11AZ;Huachuca City (11AZ);United States;US
11CA;Fowler (11CA);United States;US
11CL;Adelanto (11CL);United States;US
11FA;Homestead (11FA);United States;US
11FL;Middleburg (11FL);United States;US
11IA;Hudson (11IA);United States;US
11IN;Danville (11IN);United States;US
11KS;Winfield (11KS);United States;US
11LL;Chenoa (11LL);United States;US
11LS;Glenmora (11LS);United States;US
11MA;Wareham (11MA);United States;US
11MD;Salisbury (11MD);United States;US
11MO;Williamsburg (11MO);United States;US
11MT;Shawmut (11MT);United States;US
11MU;Gainesville (11MU);United States;US
11NK;Fort Plain (11NK);United States;US
11NY;Millbrook (11NY);United States;US
11OA;Bremen (11OA);United States;US
11PN;Cranberry (11PN);United States;US
11TE;Grandview (11TE);United States;US
11TN;Mcminnville (11TN);United States;US
11TS;Mexia (11TS);United States;US
11UT;Huntsville (11UT);United States;US
11VG;Oak Grove (11VG);United States;US
11WA;Cheney (11WA);United States;US
11WY;Hulett (11WY);United States;US
11XA;Palestine (11XA);United States;US
12AR;Marvell (12AR);United States;US
12AZ;Morristown (12AZ);United States;US
12CL;Stratford (12CL);United States;US
12CN;Maxwell (12CN);United States;US
12CO;Hotchkiss (12CO);United States;US
12IA;Lemars (12IA);United States;US
12ID;Salmon (12ID);United States;US
12IL;Kankakee (12IL);United States;US
12IN;Darmstadt (12IN);United States;US
12KS;Sedgwick (12KS);United States;US
12KY;New Castle (12KY);United States;US
12LA;Sulphur (12LA);United States;US
12LS;Rayne (12LS);United States;US
12ME;Searsmont (12ME);United States;US
12MI;Davison (12MI);United States;US
12MT;Hingham (12MT);United States;US
12NC;Atlantic (12NC);United States;US
12ND;Burlington (12ND);United States;US
12NE;Scottsbluff (12NE);United States;US
12NH;Sanbornton (12NH);United States;US
12NK;Westport (12NK);United States;US
12NY;Richard Springs (12NY);United States;US
12OH;Brookville (12OH);United States;US
12OK;Kingston (12OK);United States;US
12OR;Jordan Valley (12OR);United States;US
12SC;Elgin (12SC);United States;US
12TE;Brady (12TE);United States;US
12TN;Kingston (12TN);United States;US
12TS;Mineral Wells (12TS);United States;US
12TT;Gainesville (12TT);United States;US
12TX;Bertram (12TX);United States;US
12VA;Clifton Forge (12VA);United States;US
12WA;Spokane (12WA);United States;US
12WV;Hamlin (12WV);United States;US
12WY;Burlington (12WY);United States;US
12XA;Gardendale (12XA);United States;US
12XS;Butlerville (12XS);United States;US
13AK;Houston (13AK);United States;US
13FA;Hastings (13FA);United States;US
13GA;Sylvester (13GA);United States;US
13GE;Oak Park (13GE);United States;US
13IN;Decatur (13IN);United States;US
13KS;Andover (13KS);United States;US
13KY;Owensboro (13KY);United States;US
13LS;Kaplan (13LS);United States;US
13ME;Rockwood (13ME);United States;US
13MO;Lenox (13MO);United States;US
13MS;Carriere (13MS);United States;US
13MT;Kremlin (13MT);United States;US
13NC;Pollocksville (13NC);United States;US
13NE;Culbertson (13NE);United States;US
13NM;Silver City (13NM);United States;US
13NR;Walnut Cove (13NR);United States;US
13OR;Oakridge (13OR);United States;US
13PA;Tidioute (13PA);United States;US
13TE;Bryan (13TE);United States;US
13TS;Oilton (13TS);United States;US
13TX;Cleburne (13TX);United States;US
13WA;Orondo (13WA);United States;US
13WI;Markesan (13WI);United States;US
13XA;Iredell (13XA);United States;US
14AK;Palmer (14AK);United States;US
14AZ;Green Valley (14AZ);United States;US
14IA;Armstrong (14IA);United States;US
14ID;Boise (14ID);United States;US
14KS;Parker (14KS);United States;US
14KY;Paris (14KY);United States;US
14LA;Independence (14LA);United States;US
14ME;Carmel (14ME);United States;US
14MS;Hickory (14MS);United States;US
14MT;Gildford (14MT);United States;US
14NC;Holly Ridge (14NC);United States;US
14ND;Reeder (14ND);United States;US
14NK;Kingsbury (14NK);United States;US
14OH;Kenton (14OH);United States;US
14TS;Realitos (14TS);United States;US
14TT;Canadian (14TT);United States;US
14TX;Dripping Springs (14TX);United States;US
14VA;Hillsboro (14VA);United States;US
14VG;Farmville (14VG);United States;US
14WA;Olympia (14WA);United States;US
14WS;Stone Lake (14WS);United States;US
14XA;Sherman (14XA);United States;US
14XS;Davilla (14XS);United States;US
15AK;Cantwell (15AK);United States;US
15AR;Brickeys (15AR);United States;US
15CL;Merced (15CL);United States;US
15FL;Lake City (15FL);United States;US
15IA;Bellvue (15IA);United States;US
15ID;Coeur D'Alene (15ID);United States;US
15IL;Franklin Grove (15IL);United States;US
15IN;New Harmony (15IN);United States;US
15LL;Tiskilwa (15LL);United States;US
15MA;Gosnold (15MA);United States;US
15ME;North Yarmouth (15ME);United States;US
15MN;Watkins (15MN);United States;US
15MT;Lustre (15MT);United States;US
15NC;Ahoskie (15NC);United States;US
15NE;Upland (15NE);United States;US
15OK;Randlett (15OK);United States;US
15PA;Monroeville (15PA);United States;US
15TA;Briggs (15TA);United States;US
15TX;Sadler (15TX);United States;US
15UT;Morgan (15UT);United States;US
15VA;Warrenton (15VA);United States;US
15WA;Stanwood (15WA);United States;US
15WI;Oregon (15WI);United States;US
15XA;Johnson City (15XA);United States;US
15XS;Liverpool (15XS);United States;US
16AK;Wasilla (16AK);United States;US
16AR;Springfield (16AR);United States;US
16AZ;Skull Valley (16AZ);United States;US
16CO;Parachute (16CO);United States;US
16FA;Ochopee (16FA);United States;US
16FD;Crescent City (16FD);United States;US
16FL;Milton (16FL);United States;US
16IA;Coon Rapids (16IA);United States;US
16IL;Kirkland (16IL);United States;US
16IS;Goreville (16IS);United States;US
16KS;Independence (16KS);United States;US
16LS;Prairieville (16LS);United States;US
16MD;North East (16MD);United States;US
16MI;Gaines (16MI);United States;US
16MO;Beaufort (16MO);United States;US
16MT;Roberts (16MT);United States;US
16NC;Edenton (16NC);United States;US
16ND;Bismarck (16ND);United States;US
16NE;Panama (16NE);United States;US
16NY;Fort Edward (16NY);United States;US
16OI;Greenville (16OI);United States;US
16OK;Hydro (16OK);United States;US
16TA;Toyahvale (16TA);United States;US
16TE;Hawkins (16TE);United States;US
16TT;Normangee (16TT);United States;US
16TX;Hamlin (16TX);United States;US
16VA;Mount Solon (16VA);United States;US
16WA;Nine Mile Falls (16WA);United States;US
16XS;Conroe (16XS);United States;US
17AR;England (17AR);United States;US
17CL;Davenport (17CL);United States;US
17CO;Berthoud (17CO);United States;US
17FA;La Belle (17FA);United States;US
17FL;Ocala (17FL);United States;US
17GA;Newnan (17GA);United States;US
17ID;Midvale (17ID);United States;US
17II;Walkerton (17II);United States;US
17IN;Farmers Retreat (17IN);United States;US
17KS;Salina (17KS);United States;US
17KY;Sacramento (17KY);United States;US
17LS;Port Barre (17LS);United States;US
17ME;Van Buren (17ME);United States;US
17MO;Montgomery City (17MO);United States;US
17MT;Kalispell (17MT);United States;US
17MU;Osborn (17MU);United States;US
17NC;Elizabethtown (17NC);United States;US
17NK;Reading Center (17NK);United States;US
17NR;Ammon (17NR);United States;US
17OH;Kipton (17OH);United States;US
17OI;Bainbridge (17OI);United States;US
17OK;Chickasha (17OK);United States;US
17OR;Glide (17OR);United States;US
17PS;Tidioute (17PS);United States;US
17SD;Gary (17SD);United States;US
17TE;Comfort (17TE);United States;US
17TN;Jonesborough (17TN);United States;US
17TX;Stephenville (17TX);United States;US
17WI;Lake Mills (17WI);United States;US
17XA;Jacksonville (17XA);United States;US
17XS;Dublin (17XS);United States;US
18AA;Haines (18AA);United States;US
18AR;Eureka Springs (18AR);United States;US
18AZ;Carefree (18AZ);United States;US
18CL;Live Oak (18CL);United States;US
18FD;Baker (18FD);United States;US
18GA;Social Circle (18GA);United States;US
18HI;Kaunakakai (18HI);United States;US
18II;Cicero (18II);United States;US
18IN;Plymouth (18IN);United States;US
18JY;Skamokawa (18JY);United States;US
18KS;Udall (18KS);United States;US
18ME;Bristol (18ME);United States;US
18MN;Motley (18MN);United States;US
18MO;Ozark (18MO);United States;US
18MT;Jackson (18MT);United States;US
18NC;Lenoir (18NC);United States;US
18ND;Menoken (18ND);United States;US
18NV;Empire (18NV);United States;US
18NY;Woodstock (18NY);United States;US
18OI;Vickery (18OI);United States;US
18OR;Amity (18OR);United States;US
18PA;Forest Grove (18PA);United States;US
18PN;Upper Strasburg (18PN);United States;US
18SC;Ninety Six (18SC);United States;US
18SD;Miller (18SD);United States;US
18TE;Big Sandy (18TE);United States;US
18TX;Caddo Mills (18TX);United States;US
18WV;Newburg (18WV);United States;US
18XA;Goliad (18XA);United States;US
19AK;Icy Bay (19AK);United States;US
19AR;Naylor (19AR);United States;US
19AZ;Camp Verde (19AZ);United States;US
19GA;Fayetteville (19GA);United States;US
19IA;West Burlington (19IA);United States;US
19IN;Churubusco (19IN);United States;US
19KY;Dry Ridge (19KY);United States;US
19LA;Leesville (19LA);United States;US
19LL;Manteno (19LL);United States;US
19MS;Holly Springs (19MS);United States;US
19MT;Grass Range (19MT);United States;US
19NC;Red Oak (19NC);United States;US
19ND;Tolna (19ND);United States;US
19NE;Mc Cook/Culbertson (19NE);United States;US
19NK;Central Square (19NK);United States;US
19NY;Reading (19NY);United States;US
19OR;Maupin (19OR);United States;US
19PA;Millville (19PA);United States;US
19SC;Newberry (19SC);United States;US
19TA;Mc Clendon-Chisholm (19TA);United States;US
19TN;Clarksville (19TN);United States;US
19TS;Freer (19TS);United States;US
19VA;St. Paul (19VA);United States;US
19WA;Stevenson (19WA);United States;US
19WI;Prairie Farm (19WI);United States;US
19XS;Maypearl (19XS);United States;US
1AK1;Crevice Creek (1AK1);United States;US
1AK2;Crosswind Lake (1AK2);United States;US
1AK4;Soldotna (1AK4);United States;US
1AK6;Skwentna (1AK6);United States;US
1AK8;Skwentna (1AK8);United States;US
1AL2;Columbiana (1AL2);United States;US
1AL4;Robertsdale (1AL4);United States;US
1AL5;Loxley (1AL5);United States;US
1AL8;Moody (1AL8);United States;US
1AR1;Coy (1AR1);United States;US
1AR2;Des Arc (1AR2);United States;US
1AR4;Marble (1AR4);United States;US
1AR5;Gentry (1AR5);United States;US
1AR6;Greers Ferry (1AR6);United States;US
1AR9;Lonoke (1AR9);United States;US
1AZ0;Mobile (1AZ0);United States;US
1AZ6;Sierra Vista (1AZ6);United States;US
1AZ8;Bullhead City (1AZ8);United States;US
1CA6;Alpine (1CA6);United States;US
1CD1;Nunn (1CD1);United States;US
1CD2;Platteville (1CD2);United States;US
1CD4;Steam Boat Springs (1CD4);United States;US
1CL1;Lancaster (1CL1);United States;US
1CL2;Mojave (1CL2);United States;US
1CO2;Norwood (1CO2);United States;US
1CO3;Nunn (1CO3);United States;US
1CO4;Olathe (1CO4);United States;US
1CO5;Rocky Ford (1CO5);United States;US
1CO8;Parker (1CO8);United States;US
1DE5;Middletown (1DE5);United States;US
1FA1;Crystal River (1FA1);United States;US
1FA3;Fort Myers (1FA3);United States;US
1FA9;Fort Meade (1FA9);United States;US
1FD4;Estero (1FD4);United States;US
1GA0;Shellman Bluff (1GA0);United States;US
1GA2;Luthersville (1GA2);United States;US
1GA6;Sasser (1GA6);United States;US
1GA8;Nashville (1GA8);United States;US
1GA9;Monroe (1GA9);United States;US
1GE2;Woodland (1GE2);United States;US
1GE3;Franklin (1GE3);United States;US
1GE5;Concord (1GE5);United States;US
1GE6;Patterson (1GE6);United States;US
1GE7;Madison (1GE7);United States;US
1GE9;Waverly Hall (1GE9);United States;US
1ID3;Sandpoint (1ID3);United States;US
1ID4;Boise (1ID4);United States;US
1ID7;Eden (1ID7);United States;US
1ID9;Inkom (1ID9);United States;US
1II0;Homer (1II0);United States;US
1II5;Culver (1II5);United States;US
1IL0;El Paso (1IL0);United States;US
1IL1;Irving (1IL1);United States;US
1IL4;Millstadt (1IL4);United States;US
1IL9;Mc Lean (1IL9);United States;US
1IN1;Lewisville (1IN1);United States;US
1IN3;Arcola (1IN3);United States;US
1IN4;Elizabeth (1IN4);United States;US
1IN5;Somerville (1IN5);United States;US
1IN6;Pine Village (1IN6);United States;US
1IN9;Marion (1IN9);United States;US
1IS2;Bement (1IS2);United States;US
1IS3;Blue Mound (1IS3);United States;US
1IS4;Lanark (1IS4);United States;US
1JY2;Silver Lake (1JY2);United States;US
1KS1;Richmond (1KS1);United States;US
1KS2;Easton (1KS2);United States;US
1KS3;Riley (1KS3);United States;US
1KS4;Enterprise (1KS4);United States;US
1KS6;Salina (1KS6);United States;US
1KS8;Scott City (1KS8);United States;US
1KS9;Bonner Springs (1KS9);United States;US
1KY7;Richmond (1KY7);United States;US
1LA1;Hahnville (1LA1);United States;US
1LA3;Hayes (1LA3);United States;US
1LA4;Shreveport (1LA4);United States;US
1LA5;Morrow (1LA5);United States;US
1LL2;Seneca (1LL2);United States;US
1LL4;Monticello (1LL4);United States;US
1LL5;Hillsboro (1LL5);United States;US
1LL7;Sheffield (1LL7);United States;US
1LL8;Sheldon (1LL8);United States;US
1LS8;Ferriday (1LS8);United States;US
1MA5;Southborough (1MA5);United States;US
1MD1;Cambridge (1MD1);United States;US
1MD8;Westminster/Silver Run (1MD8);United States;US
1MI3;Onaway (1MI3);United States;US
1MI4;Hemlock (1MI4);United States;US
1MI5;Howell (1MI5);United States;US
1MI6;Milan (1MI6);United States;US
1MN0;Tenney (1MN0);United States;US
1MN2;Akeley (1MN2);United States;US
1MN5;Waconia (1MN5);United States;US
1MN8;Webster (1MN8);United States;US
1MO2;Windsor (1MO2);United States;US
1MO3;Gallatin (1MO3);United States;US
1MO4;Gallatin (1MO4);United States;US
1MO6;Grandin (1MO6);United States;US
1MO8;Gravois Mills (1MO8);United States;US
1MS2;Goodman (1MS2);United States;US
1MS8;Shuqualak (1MS8);United States;US
1MT0;Gallatin Gateway (1MT0);United States;US
1MT3;Elliston (1MT3);United States;US
1MT6;Philipsburg (1MT6);United States;US
1MT7;Sand Coulee (1MT7);United States;US
1MT9;Billings (1MT9);United States;US
1MU0;Republic (1MU0);United States;US
1MU2;Ridgely (1MU2);United States;US
1MU8;Rushville (1MU8);United States;US
1MY1;Wendell (1MY1);United States;US
1NA5;Streeter (1NA5);United States;US
1NA8;Braddock (1NA8);United States;US
1NC0;Asheboro (1NC0);United States;US
1NC2;Mooresville (1NC2);United States;US
1NC3;Elizabeth City (1NC3);United States;US
1NC4;Pollocksville (1NC4);United States;US
1NC5;Bunn (1NC5);United States;US
1NC6;Wingate (1NC6);United States;US
1NC8;Gold Hill (1NC8);United States;US
1ND4;Argusville (1ND4);United States;US
1NE2;Callaway (1NE2);United States;US
1NE5;Washington (1NE5);United States;US
1NK6;Wilmington (1NK6);United States;US
1NK7;Boonville (1NK7);United States;US
1NK8;Binghamton (1NK8);United States;US
1NM0;Silver City (1NM0);United States;US
1NR7;Henderson (1NR7);United States;US
1NV1;Fallon (1NV1);United States;US
1NY3;Richland (1NY3);United States;US
1OA1;Pleasant Hill (1OA1);United States;US
1OA2;Grafton (1OA2);United States;US
1OA4;Springfield (1OA4);United States;US
1OH1;Quincy (1OH1);United States;US
1OH2;Bellevue (1OH2);United States;US
1OH3;Castalia (1OH3);United States;US
1OH9;Peebles (1OH9);United States;US
1OI6;New Lebanon (1OI6);United States;US
1OK0;Bristow (1OK0);United States;US
1OK1;Kingfisher (1OK1);United States;US
1OK2;Hydro (1OK2);United States;US
1OK3;Bray (1OK3);United States;US
1OK6;Hydro (1OK6);United States;US
1OK7;Maysville (1OK7);United States;US
1OK8;Edmond (1OK8);United States;US
1OK9;Marietta (1OK9);United States;US
1OL2;Harrah (1OL2);United States;US
1OR0;North Bend (1OR0);United States;US
1OR3;North Plains (1OR3);United States;US
1OR5;Summerville (1OR5);United States;US
1OR7;Oregon City (1OR7);United States;US
1PA0;Jersey Shore (1PA0);United States;US
1PA3;Kellers Church (1PA3);United States;US
1PA4;Lewistown (1PA4);United States;US
1PN1;Transfer (1PN1);United States;US
1PN7;Mount Pleasant (1PN7);United States;US
1PS0;Osterburg (1PS0);United States;US
1PS9;Trumbauersville (1PS9);United States;US
1SC1;Pelzer (1SC1);United States;US
1SC2;Hopkins (1SC2);United States;US
1SC3;Fair Play (1SC3);United States;US
1SC6;Hartsville (1SC6);United States;US
1SD0;Glad Valley (1SD0);United States;US
1SD1;Scotland (1SD1);United States;US
1SD3;Hurley (1SD3);United States;US
1SD4;Faith (1SD4);United States;US
1SD5;White Lake (1SD5);United States;US
1SD6;Oelrich'S (1SD6);United States;US
1TA1;Moran (1TA1);United States;US
